id,map_id,summary_polyline,start_latlng,end_latlng,location_city,date
17794655129,a17794655129,i_qlHuhdPpAsBd@a@?K[e@CIYc@IEU_@WUOWIUBWAKECGAGKCK[[u@aAYY@CAEHW?O@Kt@cAR[DOdAgBh@wARWTg@\g@L_@^e@HUd@m@p@qAEGc@SWYE@o@QOKGAc@[SEE@KIE?KCEESGIGSGc@YYIEEG?IMKGm@KGIEQKM?OP]DWEWBk@LYDSJYZu@@MDIJg@d@qAF_@AKEIG?ODS?GEa@PSBKFY@IAIBGCABaAJ]JEAIHELMDKAWO]FyAHG?IGUBWEWAGCM@MCGDYIIFc@EGBOAEBQ?IBIEQE]BGCGDI?GJIXEDIBCCC`@G?Sl@ER@RR\DPCFMFM`@YVMRONCJOZ?JENEF@xAMt@B^Jp@@VDf@CZF`@AhBING`@@ZARDLBTED?Hn@hBVhAJ\RTDLPRHCDFFTLJHRHDHGBG?f@CTCDNTP`@RZHTFLBJV^HVJHT^BD@\HX`AtABJLLDLNPP`@PTJXVZBHXp@HDVd@`@h@v@rA,"[('root', [49.40883, 2.809077])]","[('root', [49.408917, 2.80895])]",,2026-03-20
17716772496,a17716772496,c`qlHqocPP\PZDBVf@Tn@?VFv@Ap@ITGFWCQBGCc@Do@AK@ICc@?WEc@@OGK?a@KYOIIUM{@aAKGO?M@EDu@rA[B[Ic@]S[CMY]UEE@OCYACC[AKEY@]GWG_@OSC[BMIKs@Qk@WcAIk@EQSYGOe@iCEYWaA]iCMe@Ie@MeAw@yCOYMg@OWIWk@eAa@}@c@s@c@w@u@cBYe@M]Sc@a@eAMi@a@}@Oc@AGIMSm@ECSm@eA}BKMMe@EGk@sAQ[Yo@IYCCM[a@q@AQe@aBMGIc@oAyDUc@[{@OWCI[e@[s@IIEKCAQ[OMSa@I]IIEOEa@MYGa@BMLEVFLl@NT?FRb@FVHTDB@HHNFJF?BHT?RTDCLZBTJTF@BPHDFCLHVER@LDHCVB^?NCTB?Ln@~@@DZZFBV[FWJOHG@GFCHQLDFAFCJ?\RJPL\Fd@LHNj@LPBJ?XFDFRBXFR@TNn@@FKPVTHLb@]FOHAPURGJKLIDILK@ID@TPb@w@RBBFH?JT`@ZJNLDBCDFHDR@JLL@Zj@HHJDTFFAHBF@HIBQDEDa@?[^iBHALQDANOBq@AUII@GPe@V_@BKB?XDHDL@NFNCHDDAJHRDl@j@TL@Df@P\DHPZ?FALBJTLPPFFFNDBDb@NF@DED?HL`@RHJRL\JHHHCLJLDD?PFFHD?DPDBRANBHLNDDAh@VFHR@NLLDH?NLJ@`@VJBDBCHED_@x@GR_@t@]z@GBOOM?OWIGE@IXU`@ERSd@_@h@@JDHNLJVANU^?NLJ^v@DBLVHDJXF?BEHc@Tu@BUHMHQNO@IHELSNEJFJJDRF?HLHARFDCR]D@VSd@_ANQnAmCR[DCD?JJPBl@XN@lAv@l@RRNNFBDPD|@^JJFBDAPP@`@LZHtC?xAC~@FhA?JCR?XFb@ArCBFCPFnDCX@VAHBRAJDh@AlAD`AArC_@LGR@ZFHDTBl@U`@WZCHa@p@O\mA|A[j@GNE?GDENONa@x@OLq@~@SPEP]f@aBpAG@_@R_@HMKKyASc@Ko@OYWq@Ym@,"[('root', [49.408877, 2.808894])]","[('root', [49.408883, 2.808989])]",,2026-03-14
16881666241,a16881666241,gvasHm{xRDBTf@IV[b@CJ@PIl@@j@LlABp@Cj@@h@FPHf@^|@F@UTBLGNKBOTMFGXs@v@e@r@CHML@JFJD\Lj@P`@BTFNHj@b@`BVv@Pt@Pf@FV@JFNb@v@X^R\lA|Aj@n@Xb@LFb@l@ZBHA^[FMh@g@DIf@WZIZQHANMPEFGdAqCFYAKGM[mAs@{AEQQWEO[g@cAoAGSm@gAECI[MU,"[('root', [50.477383, 3.247333])]","[('root', [50.474755, 3.241499])]",,2025-12-30
16827210549,a16827210549,mxasH_lyRNUz@sBJITs@JQt@yCN_@F]DG@Mx@mCHa@?OJi@Ja@Jo@Nk@PgBTkA?]TmANsALUFa@Re@ZMP@HEJ?PKLMN?n@U`@CVCB@DCD@p@KtAGDHHl@?Xg@|AWH_@FMHCF?JHV@X?j@BJALBHBFLJBJXPPTBLIVOREPKNCLOTGb@DFFFBHF?BHFD@HFF@NDDDLb@`@X`@FDNRFBHAVc@Po@JOD]JMVeAVe@RQFAD@DHHDNTPN?LW`BMb@C^EDMrAIV@XOj@ATEFEPKTIZEt@Rf@R\BLJP@JLN?JN\JAJLD@HAPHDCF@DCJBFFLD@BB?DF^DFFRH@FHAHWN?DPDBFC@MJQBKLSJGP_@Zc@H?JSH?HL^RFRVRDHFFJBDLD?DB@JFL@@FAHNLJH@HPLJNTXXBHNPBPTn@D^KRMFORG\a@r@?DSf@Oj@Oz@GHGVYnA@V@FJFd@PXFTZPF`@@JLv@RJLLDAXUl@Il@ILCf@Q~@EDKr@M^Ml@S^C?I\BLJT\pAJPF\LFT^CPDZDv@?ZCTUl@KJOj@EFUd@I`@KVGDK\C?Yj@EPA?EZMVGBI@GBAL?XALIJCPKJM`@GFMd@ILKb@g@|AOr@Wd@K^g@lAERGJALEFGXGFIRGHCJMRu@n@UTKFSXWPKRC?ONA@GEGSOS?GKSGCUc@KIKSEOUWISIEAKEEGCAGISQGGUIOUYIIC@Qg@CCMQIIEWEG?IO]?OO[?MQ[GCAI@[EYA}@Je@?CK?AMBURg@BUDCDUAOk@iBIGCGGk@SMAOa@c@Si@EAKKGAEKC?MEKQAAABCIKK_@{@KMC?EWA[EUI@SWUKIWMo@ISMWC@IWKDEWKOG[IMAOG?Ic@Qa@AMMGCCOGIYQWa@oAGm@BMC_@Mg@CACECUSo@AMM[Y]IU[c@OAQMIKGAOKCIMAGIC@KIQg@MBQKE@KOMIFU,"[('root', [50.477036, 3.248167])]","[('root', [50.477161, 3.247089])]",,2025-12-24
16486365552,a16486365552,q|a{Gufng@i@AoB_@sAMk@K{AKeAFwAVgDv@w@Fo@Ai@Oo@Iq@O]QeC_B[KQBICS]SO}@o@{BwAe@c@iCoBuCiBOGQEg@[GDAN?VDLHBX@BDl@CZRH@JDl@d@d@Vb@^dAp@jAx@LNl@VlBnAIAl@b@Zb@JDNAb@R~B|Ax@\\BLFNA^DnA?l@InD{@z@KRIv@EXB\ATFh@B,"[('root', [46.544853, 6.631779])]","[('root', [46.546013, 6.631721])]",,2025-11-17
16439594522,a16439594522,gab{Guwng@Bx@LbAAVGd@InBIHk@Lu@ZC`@Ff@?RFTHRJLbDb@,"[('root', [46.547029, 6.635831])]","[('root', [46.545094, 6.631684])]",,2025-11-12
16118782896,a16118782896,qta{Gghng@RYVOZ]Ri@`@UVWZINIRE^?f@DZFVBn@CvAk@fAs@VIr@MJ?f@M~AQv@Sn@Ij@CrB[FIL_@`@]Vk@X]DSA[HS@UJ_@NUBI?G?AIAWCO?YBm@Ga@DWAa@@e@Hc@GOGW]YQIKEMKOk@m@MSu@{@g@_@mAoAUGSk@o@q@u@o@oBcCQIe@KUOISBUCK}AaBk@i@}A_AeA]c@EkAAWh@m@z@,"[('root', [46.545065, 6.631565])]","[('root', [46.545511, 6.639625])]",,2025-10-12
16110861556,a16110861556,}xb|Gqc}e@ZHDA@DHDJLRFNUVWLILCJDJ?FNBh@JVFCLDTQPEDH?TFBHTRd@LLNX^`@JBFALG,"[('root', [46.713917, 6.380254])]","[('root', [46.711931, 6.379197])]",,2025-10-12
16079188605,a16079188605,keb{Gg~ng@XA\F`@?RJD\VzEN|@?XMj@OvB]^Qb@Ue@UBKJ@dBFX^Tb@?zB\hADjBUHB@HCB?GBMBB@f@i@VWZH[JGDFHM@FDCJKFQ?MGAOJNI?KQ[MFUZQFq@Hw@Cy@KWOQYaB[MIAYBi@Hk@d@Gp@UDI@uBTu@Is@QiCAu@KcAII]Ec@EID[GCCCID{@EUNu@L]Je@H_B[oB]iAGCSTmAtBDb@FTV^FRRrBJF`@M\{@Ls@Ds@MkA[}AgCjAQTUDw@n@[NKRq@RWXWN}@`@[@iAr@iAfAm@fAi@Zm@`DU~Aq@vCMXk@|AWGyAkAu@e@c@@SGc@_@g@i@kBiAwAgAqC{Ay@[IAEDETE@GUi@Ok@Kk@?a@QuA[w@De@We@Km@A_Ds@{BUSDUGS?YPGTBd@\`Ab@bAr@zBVd@\`@N`@RL?b@BHjA|Bj@fBn@~Av@tAt@jA\Tf@p@tF|Er@r@ZRp@t@NHp@v@NZTP`@f@FGLq@T[La@t@oBL{@EiAOqAAi@a@oB[u@GY@k@Ga@?w@RiIFq@_Ae@qBuAmB}@I@GVIBO_@a@Kk@K_BMc@IUMgBSmA[q@Cg@GMIeBGu@Mc@Uk@I]?QT@Z`@nBd@hBr@~An@hAJ\R\Lh@h@bAdAhCRXXp@NTfBq@TH`AUjBFxANRGh@Rp@HPCRF~BG`@BPNBD?p@Nr@P`@TlAJnAXbA?\Ef@BHn@Jv@VvBT~@@TNV?fAPFOD[IkAAk@@IfCKfAUHMPm@?YHW?sAFc@T[h@HDEa@g@IGaBQm@OeC_Bq@mA?[Jg@VeBt@}CTsA^w@NoADINIl@E\QlBA~ATh@PLAZQlBBNGr@CR@h@Tp@ADMEa@Sa@CWF[x@_C@Q?u@AWGWCi@Sm@Ii@MSe@x@i@h@w@Zk@d@cDnBiBz@YDOH_BzAMTCN@JFFhA?t@Ab@KhCb@rFId@DPIB[Cy@Di@CGQGOJGCKUYmDMe@CYj@_@h@y@PIFHDl@ZrABlAEn@IV_@x@I^Cj@Fx@PXlB?FJDR?l@HtBT`CAPQt@@t@Kx@y@Zu@NCF?VDTCRDj@LHn@@TZTA~@T|@B~@?lAMlAc@,"[('root', [46.546947, 6.635409])]","[('root', [46.544587, 6.631939])]",,2025-10-08
16053271226,a16053271226,m_b{G{fng@E]_@K?KHy@DCHDd@ET?h@S`@]JWJs@LmCHWP[f@a@\c@HUJOB]Tu@J?LL@IGe@BEBAVDn@CfAMJG@GZcCDaBLwBF_CVcEH[De@EKwAwAaAo@YOQOa@GaBm@MAc@@GAYBQAOMi@QeBSk@UWG[Se@Eg@Fk@EW@]HQA?ELFfAMj@AHHAJ[HG?WCE?IFg@Cq@LUHE?[M]I_@@GAe@YYc@G@KL@BD?LGJDBJELGH_@P[ZSJK@OPu@F]LcA@]Ly@d@s@p@u@`@WPe@b@SJYFKHAFKLKF]Ja@VMDq@`@[x@MRUn@K^O^KN_At@a@`@Oj@CTSVCXCFYWMGyATg@@i@Ia@Be@Ak@MYHiAHi@Tg@BYJUBeA@CBCHCZDbA?LYCc@UI?m@KOBCNIFyAm@YC_@?WC]AkAKOESMIDINARN|@FvAFPPXN`@Rx@f@`APd@r@lAXdAl@hAPj@h@lAj@z@^~@d@n@Vl@XVTZZXb@h@TJXTj@h@d@\\b@^ZJL|BhBJNd@b@dAlAf@z@D@DAJQP_AN[PUF_@d@mAHg@HIX?`@T^HL?VLL?XFb@@JCJ@bAh@F?NGL?t@LPID@JTJDREz@UV?j@NTL\Jh@@^JXAJBd@d@VFb@APIHMJGl@BR?dAWLJFHNBHANKT_@FCv@WzAY^ShA_@P_@Lc@TuAVk@?SMKMCKB_@NGKBQZKLO,"[('root', [46.545082, 6.630994])]","[('root', [46.545332, 6.631108])]",,2025-10-06
16044720708,a16044720708,k_b{Gchng@i@Sa@GeAGIECO@aB@SHBPRJ?TK\]BsBBQL_@?Sc@{HCEYGo@@[AIMCMCs@@Uj@eCDa@?SCo@Io@Y_AIe@GKEAWRW\k@j@y@V{@h@_At@[N]Z{BdAULa@ZgBvAQb@GD_@NGJSpAc@hBg@pCYvAYp@IZS\GDKAKGy@w@yA_Ac@COQg@]OSg@YSSc@YEAEBGTOrAQfDC~A?r@LhBFPVd@b@rBJ~@HrCDHp@D`@JT?\JfAJ^Al@LZNV?hARLFJJFBHA^QNCnANd@@p@Jf@Bj@Lh@@dBAtAJjA[^On@KTOPCXBPG`@IPKbBk@JQNk@Vq@`@}A,"[('root', [46.545058, 6.631115])]","[('root', [46.545341, 6.631137])]",,2025-10-05
15955065936,a15955065936,_em{G{r_e@IY?QEEOJGGMHO?SH[DOAUWMK]KEAOHIHI?CCEICi@Im@Qw@q@kBSa@UQs@{@aA}A]]YSW]ICk@sA,"[('root', [46.603207, 6.229107])]","[('root', [46.60634, 6.23256])]",,2025-09-27
15925295452,a15925295452,{eb{Gc`og@?`@DJPHVDNEZBZFBFD`@LVFZ?bBTxB?`@Mf@Gv@AFMNBHPHBVKTo@LMAe@DMn@HP@HVPb@d@\Rp@TPBPBdABv@AXCNKX?NGBVCBIQ,"[('root', [46.547023, 6.6357])]","[('root', [46.544903, 6.631741])]",,2025-09-24
15923616325,a15923616325,mza{Gigng@GGMC]AI@g@EEBQ??L}DoCA_@f@Yl@IF?FEFc@?gALe@?YUwBEo@?]IaA?]Ei@GEKAqAZIEM{A?e@CQGKMICGE_@,"[('root', [46.545195, 6.631739])]","[('root', [46.547193, 6.636341])]",,2025-09-24
15846809469,a15846809469,ucb{G}}ng@`@HFEL?HJD\A|@\~EQdAAn@Gr@QNg@J_@NIF@zA@TT\FBD@TALDh@DfAV`ADLAx@Mp@ODBBJABGCF^AHMH,"[('root', [46.54667, 6.635355])]","[('root', [46.545085, 6.631357])]",,2025-09-17
15753134609,a15753134609,keb{Gwhng@o@Ke@Ai@Dy@JoCj@YJ_ARa@DeAB_@Em@K[A]Kw@c@kAaAk@SSKWCIKGUIMa@a@i@Qq@i@KSWYMIQ@,"[('root', [46.54612, 6.631755])]","[('root', [46.554182, 6.634572])]",,2025-09-09
15617615157,a15617615157,q{c{Ge|ng@`APl@FXNFXBBDAJSL?r@Tz@`@\Vl@h@~BvA`@P`@ADBh@l@DLPJVVz@d@h@^lAhALVDDF@NCNDxA`ATTPDn@b@x@TjANR?XEP@`@Kr@KBEFCLBNIXGv@K`@Od@KLGjACBGECPHXDdD^x@Nf@FdABfAG^I,"[('root', [46.555612, 6.635077])]","[('root', [46.544966, 6.631753])]",,2025-08-28
15617495839,a15617495839,sxa{Gkgng@UGI@WNkABiAMsA[gBQkBGe@@{@Ju@T{A`@iBZg@Bk@?yAQw@SaCeBWOSIGASDEAGIGSECOImA{@}AoAIEgDoCOGWQUG_@WiAcAo@OK@GCWQ[KO?UREEESEESCYMaBSYI,"[('root', [46.544909, 6.631747])]","[('root', [46.555867, 6.635164])]",,2025-08-28
15609066657,a15609066657,}ab{G}|ng@NTDPObADj@Fb@Ll@Dj@?ZMt@@dAGf@GHWFABFFADO@UIK?_@XBhBDTJPHBV?p@Fb@FZLhBFhBYH@@@CH@H,"[('root', [46.546391, 6.63519])]","[('root', [46.544882, 6.631642])]",,2025-08-27
15555076177,a15555076177,e}a{Gggng@SD]Bo@OSIy@KqA[i@EUDc@?aAF{@JYFk@Ru@Ha@N{@PgAF[AOEk@]m@A]G_B_Aa@[UK[IU?MOIWEEkAcAi@Yk@k@_@Kk@i@u@]q@o@WMyAcAo@]]_@a@[k@We@MO?GFMRG?EQEG[Cc@Uc@Kq@Ke@Am@OY?UCMFK@GA}@m@SAUJ}Ag@]GYKOCwAAc@MYQa@GIAIFKV?PThBRr@F\fA~CTd@RXTb@r@jBfB`Ez@dBf@x@h@r@\n@LBd@`@JBlAlA~@n@hAhAZTPTh@b@RXVN`@b@^f@XR`@t@NNF?HKPk@?KJQG?FSf@i@ZkAHo@DAPDRIb@Hx@Tr@AXJNLbAPJFJDXAVF\LJCHQLAJTHDH@\Mr@HtAVbB?\Rj@NTBd@Gx@D\Sz@YRXLHF@XIVSlAa@d@Kj@QN?ZKd@]d@QJKHQRoA,"[('root', [46.544903, 6.631764])]","[('root', [46.545666, 6.630848])]",,2025-08-23
15485737645,a15485737645,ixa{Gugng@Rc@JKr@]PQF@HC^UZGl@_@DE@I?e@Jc@T]FERBZAXEFG`@g@NMFIDSAmAN_@HK?EEOC?q@^E?CEJGTEh@Yl@g@P[JEVEFCBOBBV|@ZN`Ap@N\ZVf@JVG`@DX?XC`AQJBFCl@Mt@Uz@MP?j@GTOr@[BGAYNu@PSFSb@Q^?\J~@Cb@Ed@@PAl@TTCv@]l@g@HAf@mABWAQ?GNs@LOLET@J@NH\FDARMZM\KPKREb@?PKZq@b@w@Jc@XSXe@h@cCLc@LeAL[d@o@VYb@]R[NKLSCc@Oc@Ge@a@_@g@m@m@C]\KNKRKb@g@`Aw@j@MFW@SFcAFWFSHW?c@H[P]FYJg@BQCWBQFIHcAVY@s@?a@Pw@Ba@J[EQD[@UCOEe@IKBs@?WCODOAQBW?]Ca@DSEOAODa@RYIKBSZOHu@^i@RUT]fASVWl@SZ[xAAJ@HHPNR^XTTPHJPj@d@PJVZTHd@ANEbAg@f@IP@NALENO`@INIv@KXKJ?RB~BSH?NFVC~A{@JK\Mf@g@TGJG`@G\O\Ol@c@IMCMMoBe@a@u@]e@MWSc@UY?o@CgATUGW^]JQJSXG`@@j@Gx@HXNNRVTr@RLJ?x@U^a@T_@f@kARaB@YEKQEq@Fk@LWCCCWq@KIOGI@_@Pe@I[O}@?gAP_@@cAROE_@We@HE?SZw@j@QHw@VMLQXOn@[|@_@~AW^c@nA}@|EI\_@z@Mv@Qh@EZAFi@h@GTQNAFA^@`@CNITKLUJKLWNKBQ?EFWBUNKRETAn@ANo@j@qAz@[LUDk@PYL,"[('root', [46.54485, 6.631796])]","[('root', [46.544955, 6.631801])]",,2025-08-17
15425210735,a15425210735,awasHcnyRLY`@s@h@uApCeKF_@HaAf@yCPcBd@kDH]^gALQRMv@EVGt@g@VIrBSd@?h@GHFBN?f@BLDDXGb@EJIJ?HG\iCBOHEJ?\Ff@b@t@BPFPPTNR?ZPDALc@TiCHmB@wBEcAAaAEgAMy@?ODMHCPJ`@h@`AfBfAnCfAbDRz@JTn@~Br@vBh@zBNRh@^TL^d@F?DEFg@Lk@PYNi@DGHWh@uC\eBHq@Go@HSZg@Jq@J_@Ho@Xw@BY@_AD]fByKt@yF\cBL]HEv@E\QL@`@JLKFQX_DHm@HgA\{B_@g@Wu@Ga@B[TSXGJ@HHHZD^CXFALa@FMTGN@HHF\Bj@ETe@^q@XKPGj@KRIl@@FBBFAXQx@UjB}@fCaAh@[tBs@hBgANEXM^Gh@Uf@IHF?HSh@CTYx@_@`BQb@]rA]vA?H{AxDWf@c@d@[d@EJQT}AjCKHIVUTW`@u@|@a@`AQJ_@NMN}@fAm@j@c@h@e@T_ARCBO\Ep@MdAE~@If@?PFLr@\TFnBjAN?ZYHAF@FP@TIt@a@|BO`AE`@?d@UbBIrAE|CC`@EJu@Ii@FGDe@IK?KBEFCHBHFHpCfBb@^jAd@z@n@VHr@\fAv@b@Hd@`@b@Tx@j@J@X`@P@n@^b@RTXp@l@FRDZA^IZMz@q@dGa@rCmAdKYtBWlCYhBC\ENKjAKb@U|BuAzIq@~Di@lCStAa@lBCXU|@GJQFGA[_@MCKI_BeBQ[a@k@y@cBi@w@I[[y@wAkCKc@Q[w@mBw@iAa@_@KEa@IQIUEg@WQSI@GL?`@HZDFTPDN\dEB`BEt@Kr@Ot@]`AU`@iE`MCb@JpCCZGNa@l@Uj@_@t@IF]SmA[s@GQBQH]f@EBG?i@y@]q@e@u@MMW?QK_AkAGWS_@m@u@G@GZO\EDgAdB[`@E`@{@xAOl@KDYk@qAgBgAkAkBsA_@][_@Qc@IiAOMGCSJQC[_@Wg@_@}@Mi@Ys@aAmC[q@Yg@IWMUeBeEGa@Qa@Mo@Gg@@g@E[y@wAYcAQa@oAiIGu@NgAHuAf@qB^cAb@s@Rc@P}@FOHMTOZaA\{@XeAbA_CPu@Zk@,"[('root', [50.477347, 3.247477])]","[('root', [50.47697, 3.245887])]",,2025-08-11
15234552392,a15234552392,_~asHo`yRe@pA_@f@Kf@gAjDSbAAl@K|@A`@Dj@Jr@dBbJX~@NRF?JKHCN@LCr@s@JGD@b@~Aj@xA~@vCf@jB`@jAPV|@|@lCrDd@`@R@LEPQd@[V]f@U~@UJGVUXm@v@sCAu@Qm@ASbAmCNWNOHM@I?k@Jg@DUTm@Ly@\qACOYKKISu@Ya@Ui@s@wBi@oAOk@_@aAY]_A{@m@q@a@s@Wy@e@gAOm@Se@We@QWKSSUIUUIUS,"[('root', [50.47734, 3.247464])]","[('root', [50.475719, 3.247229])]",,2025-07-25
15188134722,a15188134722,e}asH{`yRI?ED]|@o@`AW~@g@dAc@bCCb@@d@O~@?\Dd@x@hFt@jD^z@NPFADCP[LIZQN@RKLQHBHP^bBXp@Rv@d@pAv@xCZv@Xh@zAjBd@v@fBzBLB\Gd@[j@e@lAg@rAu@D?DBJr@Xt@Nd@HRNJHPJv@Jb@d@f@fAlB`@h@zBdDJD`@k@LO|@o@p@q@j@oAp@mA~AaFdAmCX_AP[@IEM?MJINGDGZaA\q@ZcAr@{ARq@H[@a@IwACIMU?S@c@Si@GQ@KBQNS@I@SWi@AQXiATwATcAf@cBb@{@f@s@Xo@Z{@Jq@LmBWeEQuAE{A?yAOaCESKIEAUBc@AQBQCu@SCEAI@IPc@AIgBwBEAOOOUBIT]^cAn@qB?i@H[p@uAd@gCJW?KKY}@y@Ya@mA{Dc@_AG]YiA_@cAYkAa@eAk@oBq@_Bq@kAGOKKYOOMGAGL?TP|@BVBzEEjBSlDUbAa@vEYp@K`Ak@nCEp@y@xFO|A_@zBO^Mb@E?Ma@a@g@g@s@]s@{@qAg@}@[a@m@cA@_BCaDq@_GI]Bk@E[ICcAr@aB^KLQb@Ir@UrAG|@a@~BIjAOf@Kv@I^,"[('root', [50.47729, 3.247499])]","[('root', [50.475564, 3.251685])]",,2025-07-21
15104290151,a15104290151,qbzeHyawWz@r@`ApAn@t@bGrDnA|@XJPRxIdE`ATtErAJHp@Ff@Z`@D`Bd@~@`@t@PlBt@r@TnEg@J@tB[n@CfAQLKj@C\KNFVAf@SxEqCr@WfBkA`B{@DME]HQ?YDGvFiBJ?tAs@z@OfCcAHUTaAC{BImAAmADGpCc@vAQNILO\INMd@MtBYD?HTF@t@SnCg@`AOFFbAxFHHZ@dBOr@QrAQRMVCrB}@d@YvAe@\]h@a@LWRO`@o@x@{@j@_AbA_Cb@mABQ?]BOXSJS^_BJ}@V{@FKXSTu@LQD[X]Po@n@cArAiAd@HPCt@d@\Zr@^XV|@b@x@V`@\`@RZ?tFqIZMH]jA_Bn@sAJMDQ^_@FMHc@L]x@qA\UPk@Zi@TYNEz@oAJGRWHQNKTDn@x@h@\LRb@Z\j@h@l@VJl@x@|@bAf@p@x@Zn@n@HDd@_@FWVk@Zc@XORy@\}@HGNa@R]Lk@FEZLTTN\F@PWHC?CB?Vu@CAILOd@GBMK]q@MIMBSJKXSx@QZWt@u@tAmA`DUAg@Sq@q@_@M_@Wo@aA{@cA{@k@q@iAqAaAu@}@e@e@u@oBu@qAKYY]m@{A_@e@w@aBGWy@{A]}@IEONUp@UTSFQVm@lA{BrDQb@w@pAO\o@fAIVe@h@QHECQQK_@q@_ACMsAmAoC}CSa@aAaAYOgD{DEIAe@GSECUBo@s@_@Y]SIAADA?GWEKUMoAgAm@u@e@c@sA{A_@Oi@_@o@q@cBoB{@y@u@kAe@g@[e@i@W]m@UUWKM@UJe@`@UNa@PYR}@ZwA~@{AfBwB|BKD_@DeBfB]V[f@{@|@o@x@gAbAeAp@E?QQQBMTKf@OPq@j@w@fAiA~@i@`AUTiAv@_@d@a@|@oAbBiAfAK?GGIKKe@KKIAGF[x@QN}@`@WViClAQH]@GBqCbBS?[ScBm@_@@MFiAn@}@l@KB}@n@s@p@mCfBW\}BdB]NgCvBw@f@]^gAv@mDzDs@Z_@?OFGLIn@EJu@`AWf@mFzHKTI^O`@UFKCSV_@Tg@j@k@bAk@r@YVoAnB]^s@tA_A|A,"[('root', [48.307773, 4.055495])]","[('root', [48.308137, 4.056384])]",,2025-07-13
15072313748,a15072313748,_}asHgayRWVe@hA_@p@I`@k@bBg@nB_@|BAb@Dr@TfBCx@J^rArGDh@AZEPW^MZ_@f@O`@c@j@Yf@q@dCGZU~@Ej@I^S^]b@q@fB[f@e@~@OTMLM?GAYSS@ICk@i@KSOQ_@Sa@[GAMDURM^m@rAUZIFYBUKgA{@WMWUWOOGo@KUMm@We@O_@Cc@Qe@C_AJa@?aAKuA@[C]Bk@CcBF[AWI{@e@kBg@}@SWCM@EHOBKNQJi@nA]XIDOBIAUQa@c@[Wq@_@m@i@]_@MKWM[[WGO@EWCNMJi@VSZKBIA]LU@SE_Ac@U@[TW\IT[XeB~CITOt@OhA[~@Q\Sd@ORENGd@Op@m@tEOrAKrAs@tEOpA?b@PXxAlAh@j@PLTVXLNLh@X`A|@X^ZP^l@tAvAj@z@JHbAdBV\\r@NJ`@fAXj@PFf@t@t@r@DN\`@RLBDFj@BD`@NPJn@dAZXZt@HJHTb@n@JVBNfAxB`@j@Rb@T\Tl@Zn@l@x@^t@JZFFP@RGPSXc@\iBRwATo@N}@V{@P}@Le@R_@`@gAJSFg@\u@Nq@r@cAp@s@d@o@hB{Cp@aBh@_ADQr@wAN_@f@y@p@}AlA}B^eA`AoB^{@h@cBXe@x@wB\m@dAaC`AeCRa@\{@f@gAHYDa@Oo@]s@M]Ae@@]DUJWT[nAcCf@{@`@yBVcAh@sAD[r@oApA}APKNBPKDQDo@FSHMrAsAHAZx@Hh@HLv@jCP^b@zAZtATn@PXj@p@PZhA`BVVPJdAzAV@JEZUb@Kd@a@r@Yb@e@n@c@LY`@kBX}@?UK[i@gASUs@qAgBqCs@qA}AgDkB}ECGMGYi@Wq@a@{A?q@AKa@eAESKUOi@a@k@c@_@Uc@y@i@ICs@}@GQ,"[('root', [50.477339, 3.247318])]","[('root', [50.477634, 3.246538])]",,2025-07-10
15061922750,a15061922750,s}asH}`yRGBCHOr@GN[V[f@Gh@MLOf@S^Gl@Sv@MRGl@Bh@C~@DlANl@|AlI^lAHJD?FAPYRQJQNGJBTUD?PJR`@`@~Aj@dBTh@`AfD^fAfAvAr@bAX\b@r@z@bANJR@JCTQXIf@i@vAi@\]VELGX@NRDJBR?`AJl@Lb@\x@HTt@xAzA~Bp@lALRh@`@RDHHLBPMT[JGHMLGBEb@UXe@Ha@^GHIXkAd@kAp@aC`A_DT_@Tm@Po@b@eAVu@h@oAh@gA`@kA^w@Hi@?a@MmAAIOU?_@Uy@Aa@@IDET?r@OnA_@l@GTMf@m@Xi@|@uC`@y@H[Hu@CwB@IR]JC|@f@b@Lh@XRCBIZcBNq@HaAn@sCh@mDn@oCN}@d@sBZiCj@iCD_@AQIKUKQSa@y@gAcA_Ak@gBeBaAc@k@O]W_@QyACu@Oq@FWEMISQKUKc@OQa@[c@Qc@]OSSi@[iAWgAg@mAOq@O_@CQSg@G[ECASS]i@wBEY@OUSOo@_@m@OOU_AGOU[SMYOMCG?GNAVJjBJvF?j@GrASxBSjA[fEq@~DWdAKjA]rB]jDMh@Kv@_@pBCFKDECc@k@[WYaAUi@QUYk@gBsCa@aAGcADcAE]?mAk@mFI_BGOEEE?SHk@V{@TUJKJSj@Mh@SzA[dBEr@@|@BDCL[j@EPIhAOx@m@lBiAvEo@vBq@xAi@vA,"[('root', [50.477413, 3.247371])]","[('root', [50.477446, 3.247082])]",,2025-07-09
