id,map_id,summary_polyline,start_latlng,end_latlng,location_city,date
14737999671,a14737999671,{`qlH}mePdAyBDSCIk@{@yAi@eAg@CIASHa@@g@dAuDz@iCHYDe@HWJU@q@X_En@uGViDj@eGH}ALuA`@sCDs@`A{JC}@Hg@B_@Je@@q@HgA?u@T}AR_AFc@v@wKVeBH{BJcAEIOGUQ]@a@GQQ[ScAYc@WaBW{Ag@qAIWGq@IcAUa@AaAK_B[UHQPa@v@]^SP]Pa@r@ERAb@Fp@ATEjAEVMbBBfFEnEBdAELORARRl@JR@HCPg@r@eAz@[^a@\k@p@_BtAk@|@o@z@k@^s@j@w@|A_@j@]\gA|Au@pAc@`@{@`AyAjAG\WNAFHTZRj@d@^f@R`@VbAJ`APbAx@jDv@fCJVj@x@l@hAf@n@v@~Al@~@\\XPRHt@P`@N`An@h@T`@j@^Pd@VfAZj@X^JZPVFLJd@Nz@j@XN|@VLJFPDBh@Dj@Jv@`@h@Rd@X^X?T_AvB,"[('root', [49.408507, 2.817352])]","[('root', [49.408612, 2.817516])]",,2025-06-08
14664772838,a14664772838,q`qlHwmePTe@n@aB@OEGeBw@wBiAi@KKOa@K}CqAoBcAuIoDGEAMECa@E_@KqAwAmCkEQg@o@}@mAiCe@mBg@}AMw@WcAo@_BIQQQGW_@aACUGEGAM_Ag@oBi@uA_AcBsCaGCo@FeAJk@ReBXuBCOQYCMHgA`A{GNq@DiAb@eCJeATcAJgA^sBf@}DAHNo@Hw@Ow@E]Mg@g@iAW[y@w@o@UYEOM]OSDWLa@^m@`AMZYlAIrAi@pAOt@ABQAEHCt@U`Au@~D_@rCGv@_@|C}@~Ee@xC?PXZN`@b@Xn@RVTZN\Hj@Xb@HJFV\VL\JZDP@FCDGLeAJ[PkAPa@LCJ@BJATKn@e@pDA\K`@Cf@Jh@H\r@`B|@~AnApCXf@FRXn@Nn@?\D@Hr@LRD\`@t@J^d@z@Rd@`ArDZ|Ab@nBlApCpAfBtAvBNNLPRPHTVd@`AZDDFPHH^FfAj@^JL@r@`@TBf@ZxBbAp@b@JBZPx@T|@d@NDPJf@PVNHZF@LERDX@bAj@j@TVDPHZVGf@A^CL,"[('root', [49.408572, 2.817173])]","[('root', [49.408055, 2.818824])]",,2025-06-01
14614362329,a14614362329,_bqlH{lePx@aBNc@\o@BGEQWAMK_A]i@Ym@Ua@SMAm@a@g@M[Qs@S}Au@W[g@Qu@Kg@_@dAd@lAp@x@V^Nl@\`Bj@PNJ^FCLOD?JDPLZN`@HZTbBp@DF?HCJy@rAYx@Wf@,"[('root', [49.408626, 2.817233])]","[('root', [49.408617, 2.817247])]",,2025-05-27
14291267744,a14291267744,m}plHmrePzBbA|Aj@vAj@r@VTLZJRBh@ThB|@FHJb@R`@DzA?`DHlG?bCH`HAbCDdDGNIFI?EDI^RfAALe@x@KX}@bBw@bAa@n@IHI@ITOPu@rAqAdBq@h@i@r@eAl@Q?MMK[GGEDAVEJQDa@AKNQLw@@UHi@AQGOI[CUa@c@M]Qe@i@YQY_@GC[HIFc@|@IHQ@ME[@m@c@i@q@i@[_BUU?WC[OWUSIE@OLIAEEK_@a@{@a@uBMWSs@SgACWK_@@?YiA[iBUu@g@qCq@eCe@mAsBuE[g@aCeFm@oBa@cACOQc@q@aBcBeDcAgCO]q@u@aAwDw@uBWaAWi@Yy@QY_@eAgAkBi@oAMOQc@KKEWAST_@BKK]TBBOGQCWk@OYm@W}@?CJK@KCKOWo@sBaEeLcAcCoCkH[m@Oi@Ue@I_@e@mAU_AWaCAs@HiBx@oGhA_GDo@AYF]Vs@Jk@J_@Bq@Fq@ZyALmA`@yBEi@@a@f@mDBi@KaCMmAGqBWuDDMNEHO?MIi@?[JOJ]n@uAB]LQbCqBZOf@_@^Qt@i@VOZGfBiAhBeARWTO\M`C_Bf@Ut@g@NQRCb@U`@[lBeAh@c@bA_@v@a@lA}@`@QdCaBt@]p@m@lAu@`Bw@`CeBt@_@`@YLEjAJNAd@KRHjAbAhArAvAjAPR\l@PPXZ^Pp@t@^V\l@ZPvAnBj@d@jAjAh@v@tAnAf@p@`@rA\n@BNGpA?`BCVENEnCEn@KfE?x@KjC?ZKfA@r@BPDP@JEj@ChAIp@EjCBd@DNX\^l@LLNHL@HEHUH?FFJRLJBFBNAl@K`@?N|@vBrBnGD\ZdAD^LXB^H^f@pAPr@HRLj@Xf@b@zANXVr@X|@Hv@^jAJZ@KLN@JPXRt@^hANv@^n@h@`Bp@rC`C`HNj@Xr@FzBBPJ\Bb@LrI\jK?t@XfJ?l@L`EF`A?LD\@r@DVJzDB|BAbAELe@bA_@l@GDOCYQg@c@ICc@A{@QSQc@c@EAQWYGWKWUYM]W_@Mi@Y[K[AQEUQk@KoAg@{@c@G?ILQPQBKAIYMUCQ@KGMq@QiB}@a@K][SKk@Q}@]a@YW?KGYYu@]o@GUOQOKCCB,"[('root', [49.408553, 2.81718])]","[('root', [49.408084, 2.818743])]",,2025-04-26
14177275584,a14177275584,guasHmkyRIQEYWWMCKLGXQRYl@MP_AhCQTWh@Qb@G\_AvBWf@Sj@QNu@hDIn@Ax@Gb@A|@l@bEfAzEb@vAJJF@FWBCRAJBz@eADAHDJXPZVv@b@dBTh@jAnEJXHJNb@`@n@HHJDlAjBNTXV^j@b@f@DB\?d@Ol@{@r@g@VCVKRCh@WFB\nBTz@L^`@x@^~@T^`@v@\`@^ZJLTh@RZP\BDLBf@dADBPAv@eAXS|@}@VS\aANU^}@VaAZi@XaAPa@\uA`@cADSt@kBb@qARg@HOPOHQ\cALi@N[To@ZiAAc@Iw@?UQWAI?w@Sk@@[FEV?REpAa@b@GRKx@GJIHm@v@aCd@gAR[J[DS@YC_@Bk@?aA@INWVARDlAx@ZJPCLUDSH_APeAD}@ZmALaAVwAJ[Jq@j@kBLw@Lg@LyA\yAD{@J]B_@Ry@Hs@Je@@QCGKKa@UQQgA{@GAWWe@QYS[_@WOi@e@_@SOSQMi@GKIa@OQOi@KM@UEMFU@]Ce@@YGOQS]K]KO_@WMASKqAgAe@qBw@cCS{@_@oAe@{AMYs@gC{@cCUe@g@u@M]EEc@OGAKBCH?LBd@H`@Db@An@Dt@C~BBl@MvA?VG\QzBKz@Eh@Kl@IbBSv@SpAOpAQv@Mx@q@pEGr@]pB_@`BGLE?ECMYgAwAiAsBY]Q[[e@[o@]i@EWDm@GiAAeBIgAOy@IuAMm@?s@Ee@CGOCc@PUPMB,"[('root', [50.476413, 3.247634])]","[('root', [50.474391, 3.254756])]",,2025-04-14
13895696545,a13895696545,q|asHw_yRLH\ZfAt@FHl@Zp@n@JNBFAJu@jAGPAL@ZTlBDxBPh@`@dA@HAVCFODOb@IJ{@x@SV?EEFm@~@r@pCN~@`@`BzAbFj@`AJRf@j@x@hAxAfBR\LH\BLAt@w@RYNKRERQFAHBHANMLMLK\OFBBFDv@Vt@Lz@Pt@Zt@l@`AVTPn@FHF?HFTRNR^zALNHBRLHZRPXRLZpAtBD@PGH?FDDHRTFATa@LKPEH?fAJhATR@DGFWZu@p@mAD[?]O_AEKAe@@_@Ls@X{@F_@P_@T}@\w@`@kAf@u@JURYRi@?GAABSP_@H[PsABi@CuAU_BW}BCGQMGIAUA_@JQHCH?NPLFl@Nh@b@XLt@~@\h@n@nAv@lBRl@`@d@xB`Fv@xAp@~@|@bAr@j@RDF?FCJQBKT{AfA}FPmAJ_@DFC@?IHk@pAuHFm@JW?[Lo@AUtAqJHaAJi@|@iIJg@JoAf@wDBi@XyBN_BVgBHcAC[IWg@_@MQA?ABHXAA?BMKIIAMMW_@[OKUE_@_@kAm@o@c@u@_@YSOEuCmB_Aa@_@_@kBeAO_@ECy@_@WU@EPATD\Pt@Hn@C\GDGBKImB@OAi@DeA`@eDVeBDs@ZyADi@Ic@KOA?SZ[?m@]m@a@_Ag@WKCECKBw@ZkDCSGASDYJYBOC[DMASDo@t@_@v@c@d@QVEr@OhAYvA]rBABGCGHGb@KRAZUjAcAnEGd@Q^i@lBIh@]|@Kb@_@t@IVUf@KJOn@Mr@SRQZa@nA_AtBEHWNmB|Bg@pAUb@GDGAYYMUYS[UQEe@UG@EDIXS^c@d@m@^IWKSWKe@a@_@Um@g@c@Mc@Aq@H_@BaAHc@@g@HuAH,"[('root', [50.477469, 3.247325])]","[('root', [50.474869, 3.248848])]",,2025-03-16
13807075557,a13807075557,kbqlHwfePA?ta@kzAo@{AOg@S}@_@y@EWO_@Ii@Us@_@w@yA}EQc@MSe@eBE]a@eAW}@y@oBWKK?CDIZQdCc@`E}@dKY|BOzCEf@EjAJr@AFWNEHCROrCUdCY|ACl@QvACr@SjBIZInAQfBATF^?PAFQTMz@?`@Ij@A`@IZE~@MbAAp@G^O|A]|CE`AM\@VAHMRH~@i@T[dAu@lBm@bCIj@BL`@XTXt@`@TX`@N\HFD@PM`@Q`A,"[('root', [49.408545, 2.817249])]","[('root', [49.408594, 2.817561])]",,2025-03-06
13702682546,a13702682546,c}plHgrePPJTJ^Bj@Zh@Pz@d@fA^dHbDBBBHD`@RZDBJAHIFSH?b@\|@f@B@PEJ@t@PxBbAPVXRdA`@d@Xv@TnAt@l@T`@Vp@XLBRENFH?nAkBFa@?q@Es@KmES}DIsCIeBQ{BIkGUsFCkAEy@CoBOuCBoAQcEAaAGk@[w@c@qA[_BY{@YgAIk@_@s@c@iA[eA_@iAc@cBSo@[q@iCcHw@sCS_@Uu@Qw@Ys@a@wAq@aBQu@yBcHc@cAWYSEKFCFYnCsA|Oa@hDC~@a@nDc@jFs@`HKdB_@fCK`BEnAM~AAXMv@OhAY|DUnBIlBKv@AZWbCG|@Fd@CNQHCDqArDyArEMf@BRVTRd@z@\`@Fv@XZDBF,"[('root', [49.408581, 2.817299])]","[('root', [49.408273, 2.818546])]",,2025-02-23
13687666065,a13687666065,kvplH_oePNLZJzCrAL@\CF@XRh@ZJ@TCV?HCHIP@FLB^FNJLb@Ld@^b@Jr@d@ZLVH|@d@NBJN`@RN@XLPNZHDJXVRBXLJ^DDh@LXL^VRNPJXFb@NV^rAqAZa@FQDa@AsADcAYqFCqAGsA?iAKyBAwAUeFCoAKqBSyGY{FCkDIyA?i@My@Uc@Qc@U}@s@oB[wAUk@Oi@g@}@Ow@eAaDQu@}CgJ]u@w@uCiBiFQu@w@oCMQSm@Wo@KOS_Ao@eBMW_@k@i@GYWQGGIMEI?WNmEtD_@TQKQGaEi@KIIA[MSEw@GOGi@CmASgAQYKaBUc@OQAk@Oo@a@WSGCODQ?KDa@`@yAjB[Z_AlAQZSTMZU`@}@hAGNgA~AY\o@`AKJSJiArAgI`LGDUASHOAIFk@v@GJGVOXQn@Ah@S^ALBJLPpAtCPz@n@fAt@~Aj@zAJ^LXLlADFD?@Pf@pAn@xA^hAlArF`AnCf@dA`@b@\p@bCnDh@|@PRf@\r@TLTDBf@Nx@`@nDtA~@d@r@XXPj@XvB~@bA^NHDH?HFHF?NKD?l@ZhAf@LBZVl@NhAf@~@\d@Z,"[('root', [49.408557, 2.81724])]","[('root', [49.407205, 2.818818])]",,2025-02-21
13315349949,a13315349949,ocrlHwzePOSD]@ILGDIN{@HORHF?ZKNK\g@PSRGR[PKXEBEPELJBLRVDRLDPNv@NTPNDPLt@XFAL@\LDDXL`@`@p@ZLJT?NDXRHH`Br@PBNFRP@ZJ@DCFIJ?\PJBVJVPj@PNHdA^DB@H?POTSn@Wd@KJi@dA]dACXBD\d@@NC\a@LB?AABCRc@?KCKOY?a@bAkCn@uAZc@BGKKQIOCk@Y{@q@e@QGAMIg@KSMYKQM]G_Bm@EEEACISQ[Q]Mo@e@a@MKKKCUQOCc@Sg@IOMSIOEM?eAm@_@Gm@@MDKLC@YCODONKTa@Z,"[('root', [49.413841, 2.820448])]","[('root', [49.413428, 2.821246])]",,2025-01-10
13040708503,a13040708503,ibqlHokePFAb@TBHLBHR@LD@HPFVLHJ^FDNXH?FCFMFWXc@JUVYt@wAVYNa@LQBKAIIK[OQO[M[Ic@QWC]IOXYRYf@Qd@MJU`@Q`@?PFJTPZNTp@Xb@Pd@PVF?JUFUZa@r@wAtA_CBICI[M_@W[COE[Ue@QIGMAS\QBCDcBnDMH,"[('root', [49.408528, 2.817182])]","[('root', [49.408546, 2.817993])]",,2024-12-03
13031129431,a13031129431,caqlH_mePFIZk@f@oAZSPSFFD?JCH@h@j@NJL?@JDBGKJBJHL@~@ZCs@BGDk@FSBUAUBCNi@Du@^kCFaADILg@LYj@_FJUMSOaASYm@uDQy@E]a@{Bc@iAQWaAyBYc@GCMH?JK^Gd@cB|RGr@HPMNG@EJGXYt@W`Ay@dCSz@i@bB@JLRH\DB^JFDNDVRbAVh@\APKPEPu@rAKX,"[('root', [49.408548, 2.817139])]","[('root', [49.408723, 2.816349])]",,2024-12-02
13023263796,a13023263796,aeqlHaxePF{@tAgFlAuCYZQt@HYW?iCxJh@z@vAj@hB`AwCjGb@`B@Qc@eA|@qAP}@jA_Ck@u@qDaBDiBvB_H\{BTY^qFr@_GDaBb@sCNwDn@kEZyFTu@LoDf@{ACu@ZCEs@T_BJcEl@sD?mAb@uDx@aLl@Jf@w@PArFz@`BfAfBb@dYbD`LwBhSsBbSsAdJqAnM{@`Ce@jCWdJ_@pPwB|BLhDShYiClFq@\w@fCaZx@aGOa@Y\`@R@g@zDkCdEsDxAe@zMcKrAuEhKwZ~DcLlAsEtDqVyA{OoCu[tDm[nG{MdHgMj@aCxCqF|@gAbBwDxAwBrKmT^sBhCiXxAyRn@gEX{F`@yC~BiHbDeH`EiK~DuIrC{Ht@q@z@QbGj@AQgIsDCWYYqCwJUsAeBmF}@kBmLy_@uEaNo@mCiA{By@}Ci@aA_@sBiCaHw@wCSmADYGFDZOMx@{OI}ARuKJeAl@oUBgEX_FN}Kv@uYsB{\{@{J?sAk@mFMsEm@gLW}CKHFMg@uAaAuDu@wDSOeAyD\j@|Ba@RWc@gDMoFi@yIy@mIAiAiAyNlB_GlAs@Xi@^iDCsBtAeEnDiFbFcFjA{Bh@cBzBaE~BsC~ByDpCoBv@uBKiAxEjDzEvGt@aK^sB\UnDRtBq@Nu@XIZw@tAy@h@w@fE`@BMq@g@F]i@i@A_@IF`@WAm@Ml@DfA[B\FXnAmDq@_@~@gCvAFsAIm@JfBKr@e@XG]DHsIdG?z@]vFY|@]{@gAsByAgBWo@iCaBm@EuA~AeBhA_EvGkBvByErJeBjBgFjHoClGSvDoBcAc@d@qAdCeHfRkDtJkE`NkDtIqK`[}Xbw@sEpLiCfFkBrCiCvC{BfBuH`Eo_@dLmEbASQAl@eADgJlDgHfBaEnA}HtCoB|Ck@lCElC@rCXtAJfCGfCPtDAtBHXId@y@bAgF~BoAzCiAfDeBbHmEbNa@t@q@rCqGzSiGnQg@vBBlA]tBVzM^vL^dF\dKX~C\tIx@jCMvBH|@~@fFNvBXxATb@n@`Fh@vBf@nFrAtGPzD]~AwAxDw@zCkBlEsCpHiFbOaC`IwExLcHjSqGlQwIbg@uHd`@aEdWoEbVi@jHQ|LSjBBpCMtBD~AUfDD~AUvAQhFThB]jCU`LY~Cm@fTF~@hAxBa@nA?f@l@RBh@a@hD}@pOc@fBa@pEc@hHy@lG]dHw@xFg@zI_AvJkAlGkBzF,"[('root', [49.408593, 2.817279])]","[('root', [49.408602, 2.817584])]",,2024-12-01
12907830798,a12907830798,uaqlHujePDFH\Xl@d@j@Vr@EXA^a@l@u@~Aa@p@QRi@hAOI_@o@YUACIGINE?QKGOU_@Y[i@{@QQQ[EOs@q@QUUOI?EFYt@CBSACLc@\W`@a@^_@l@o@r@W`@QRCFk@p@G@EAKSQWUII@Fs@AE{@eBOq@Sk@QSAI@UCWECQLSRM@AIHKF@B@DRGr@KX]J]EKICMAi@Fm@CKBSGI@QEK?YEMCSo@eAAIGGGQMOICOMQgAQk@_AcA]BMFOI[A]dA[l@?LHLX?@@A@AFE?EHG?KZU`@ELSXUOQS_BSg@MCK]k@MKk@{@YYG?W[Wk@{@{AQi@Sa@CSk@oBQyACaAGo@IMQOUe@SWSc@KGIO?GG[CCYgAYo@@IJMAICGAUECMWAKSe@CMO]UYMUAIQQEMGYQYGQWgAUg@G_@QQe@w@KSI[Kq@{@yBGS@ICCC?IMSg@iDiJOWK]KMI_@?IDIZ_@NMNWTSNWn@g@T[VUJQTUl@y@Vk@HED?b@d@RFJDR@t@TXXh@`AVj@DDJTDR\t@RTNXBJVh@BTHFBN@ABBFG@FEd@T^XUDKb@_@p@eAl@q@jBiCFBL^?FDF\Ch@QF@TRh@PVPLBFH\Nf@ZLBn@h@DBV?HAx@w@fAuAFEDIh@m@|@kAHGLR?HLRLf@\ZJPNb@?TJ\PPLV?Tq@z@SJSZKJUZIFSZYRKXSXS^Ih@EPc@b@INc@DIDKL]TMN]JKJQHQNANRb@d@pA\t@n@nBTlAl@jCDd@Pv@d@t@TXHVLV^bAD?Pb@Z^lArBFDJPFFHPPRRb@f@f@d@Rh@FNNJDPLFADED@NLBJBEHFD?f@V`@LTNdA\tAr@l@^r@X\FZXZNH@LJTJl@JZZBPFBF?VGF@rB|@^JLHd@PVBDFCRy@~AM`@Yd@Qf@,"[('root', [49.408501, 2.817393])]","[('root', [49.408648, 2.817531])]",,2024-11-15
12866115088,a12866115088,k~plH{qePPENc@F?RLDCJANHLNJFBDPN~@h@j@TFFNBRJv@\n@Z`@NPBr@\JHXHPNTLJBL?DBL^LTRPJGDIH?ZFFFNBJLz@d@LDPJdBv@b@JpAr@\Vh@Tl@^lAd@r@b@PHLLh@LTLPFJHJGX?d@i@n@aABOB]Ec@SiAGu@@}@GwBQiFIiAHqBBqAQeFAmBE_ACa@Ia@Am@G}@@_BGeAGyDOiEGc@?y@IgAGSKo@[eAKg@o@eCY{@c@aAoAgDCSm@gB]y@GUQ_@wBqHM[_@o@Gc@[iA_@eAMOYs@sAcE[mAa@mAOWUm@a@}Ag@kASw@GOMKSCIBGAc@SUJSPAFi@Z}CfCm@b@oC`Cc@Z_@RgA`AmA~@}AvAs@r@o@t@U\wAbBW\EJKFMT[\UDUREHURMVKF]d@e@h@c@^a@p@iBlBGLWTmArAEBg@h@ID_@f@[Zi@n@GTYVm@p@eB~BE@]`@UN]^]TGLYRENIDILB`@HLb@nAFXn@`Bp@jCPx@Fb@DNFv@GVDRv@lAHRNf@j@jAl@r@j@f@Xj@Xr@h@z@v@t@XLNVHDh@FPD`@Rn@Nl@Xh@NZRVDXNPDPJb@L^TXJh@^x@Zl@b@^FbA\Vl@B@XMD?XLj@NNPTHj@Zv@XHJ?X,"[('root', [49.408618, 2.817362])]","[('root', [49.408481, 2.818215])]",,2024-11-10
12852380858,a12852380858,y}plH}qePNQHAJPZNFHLDZ?`@LNLJRDB^@f@Jr@Tf@XTXb@NP@dAh@b@HJJJBLHt@\J@Jg@FALNLn@HJl@NLLv@^^N\Rh@RlCpA|@ZbAp@XDXPRF^VFLDXFLV@NLb@LLHHJ`@~@HNd@hAp@rARl@NRTn@v@pA`CzEPT`@`An@fAFR@HENQ\Uf@]j@_@d@i@jAgAhBCFk@bAe@|@e@l@wBxDEBIOMKEDCPEJOGEDm@xAOPMX_AjCOTG\cBhCQ`@g@x@IXUXQ`@]h@_@x@Qd@CDOAG@Kl@INE?ECa@y@aAyAg@}@c@m@QQw@mAaAoASK]]OYiDwEc@u@o@u@MDMRIF[HWTIJGBSCQIOMGYEGC?KNETIJyA@_ABoAAWCUGa@SsAw@OWSQKCOKOAEBGFQp@OZYJWMO?ECGOg@g@EUKMWMEGOCOBw@@aAS[C]OYIM?OEIMMo@Uk@Ow@Ee@KYOQi@mBIu@SgAMc@K_AG_@Oa@Kk@SkBAYJc@@YNe@L_AJ[^w@HK`@u@NSNYFQNYPk@Vk@x@}AF[d@]d@u@rAyAnAmBrAaBFQ?IM[USM?ICYk@AUEGGCCOQQESEEKYIMI[Q[_@iAWg@A]G]_@}@e@{AqAcDAK@Gf@qAFGVPNDD?NJxAp@l@Pv@\l@\PFvAx@h@Pt@b@ZHDDVLz@XLFL\FBHAFOF@VPRFl@\dBr@^R,"[('root', [49.408554, 2.817321])]","[('root', [49.408568, 2.817267])]",,2024-11-08
12811690972,a12811690972,g|plHageP`@k@RSN]h@}@Ri@b@s@JGvB|@bGnCJL@l@HV@n@Cd@B`EAr@DrCAtABlB@lF?TDF@T?~CD|ACLWPGTJjAmAvCc@t@g@j@ELWZQb@SFa@p@mA|Ak@l@KFQ^SRS\c@TMBgAd@Ue@GBEXKLc@HeC@yAK}@UYWYK{@mAg@KOFYZ]|@MFa@K_@Yg@u@SO[AsCw@UDc@Qe@HGAIKSw@Yi@Gq@IYE][c@Ma@E]ScAGg@S{@_@iCSo@WoBOq@MWG_@U{@m@aBeAoBYo@}AmCIYa@_Ak@cAUg@UiAIMQMKW}@eCi@oAWc@uAsD]g@Oi@g@}@y@}CgAaDYeBGEOBKEe@eAUq@g@_AMGe@o@e@kA]oAFm@Ms@q@qA?SKa@y@eC_@w@m@uAMk@w@kB_@kAG_@MWI]{AyDSu@DYFM?IOW]}@g@aBm@yAAM`@UXYvBcCt@gAXSPYn@s@z@b@`Bh@HHd@nAb@z@DVd@dALj@l@tAJLZ[N?TKV[FSLUjAiAN?ZTJCR]HUXYj@iAfAwELUD[Pc@Pu@LWh@[\KJK\KjAm@PKr@u@x@q@DAh@}@XUf@s@jAuATKz@mA`AcAVe@nBcCTa@d@m@`AaAR[Xe@HWAWIa@E{@BuAXgARe@`@Ur@Q`AJTTJ@pAaARc@f@c@^e@j@k@`AeBt@m@L_@b@k@j@aATOHORQ~@}AxBcCRk@\WR]d@i@Tg@vAkBLWd@M^AHn@IX@tAEf@J~DEf@@^A`@Gz@@h@GbBCjBMpB?h@If@CVAfBI|@@zBBd@HNt@t@@\BLP@\Ib@XVFHh@ERMTAPPv@ZdAEl@h@`Cj@jA^fA`@`ATz@D^FZnDzJjA|Dp@hBRb@nAzDPt@^x@FZ`@pAD\\n@Nh@Vn@dBtFBXRrFBlBFv@AVFl@HbDHtA?l@JzB?|@JbDFn@?|@Dn@J|D@z@EXD^FrAB|CFb@TxDGjAEVu@~@Wf@MHiAa@YQWGWUa@Oa@YuDiB[GgBy@aASg@i@_@Km@a@u@SIL?JEHMFEAYm@Ii@EEy@a@wAg@s@e@s@Qc@WYGm@a@WEw@dAsA~B,"[('root', [49.408618, 2.817263])]","[('root', [49.407412, 2.817598])]",,2024-11-03
12780365289,a12780365289,{vasHenyRK?g@vAcAfBIj@o@jAa@tAqAbBaAnDi@lCO`DDp@z@jFf@fCb@tAk@pBeC`EAVORKn@e@nA]vBUn@eDxFQJm@Qw@s@Uc@{@a@m@VsAfCi@Pa@K{@}@aBeA}EeAsBD_HSeANyCeAoDq@_@NyAjC[Jo@QuBaCoB{Ak@IiC~@w@?gFeEo@}@k@}A{AuAU]Qu@XqEHeCEm@aEeEeAq@w@y@iA_FoA_D]mA}@}DeAuD_@{@_AmAcC_BS?[e@MIQRq@pCaAnCBFSDQr@w@pBc@v@cBfGQxADd@vArBNl@\\nApB|@~@fBhAPzA`@xFA\Nd@?nDP|DEj@s@tAA\L`A|@jDtAjD`@bBxA`Er@vCD\MrB@v@^n@t@z@n@l@vEfCx@DX{@|AeLZoD^kCbA}Bh@kCVs@~AoCx@aANa@Ge@Q_@{CsC}@sBuAkAWi@Ii@XcBPgDB}@GeAoDmDyC{Bq@yBQ_AuAkEw@qDi@oAcBuFuA}AqBqAq@s@UGKh@_@z@Mx@{DvK{AnFMv@A~@DR`@\tAtCv@`Ah@bAf@j@pAx@b@x@fAzLDtFAlBo@`AG`@nArF`BxEVbAhArC\dB\t@JbAIbB@t@Pp@nBrB~@d@fAv@fC|@F?Ni@rA}Ll@mE^uB~@kCx@kDvAiCbAcA\k@VCj@Zl@BjBo@pAEzAz@zCvCr@\PETUx@sBb@]b@EpC|@xBfAx@@~@QdDDzBRnBGpEbAzAjAlBbAj@YfAeCVQVDbBjAn@v@v@C\Yr@kAj@yAnAeBb@}ATwA`@qAdC_FPM`@h@JKL]?oAdAu@T]\Ul@lCZt@Jx@d@vAPpAX|@l@rAnBpCrAxAz@n@X@tCuB~Ao@d@fBZhBz@dBx@`ALl@z@jA|@n@bA|ATJrCmC|AyCpAcFl@iAH_@dA}BbC{G~@mBJeAMwAO]@u@QyAvF}Ax@mCJs@t@uALq@@cDI_@g@c@g@SQo@@kCm@{EWeE?uBKyAOw@Fk@r@aBPmC\UL_@E_BBuBI[_CK_AJe@pASV_@LU\wBrFy@|Aq@jBwBbCuAxB}CsAWPQh@kAx@YWK_@e@Si@g@cCu@w@XsBViIb@]d@m@nAOFOMw@sA,"[('root', [50.47698313370347, 3.247609455138445])]","[('root', [50.4777567833662, 3.2469601929187775])]",,2024-10-30
12754825949,a12754825949,_}asHmayRH@FFAZBDHFFEH?FFLVHFZJLLBARb@JJF?t@^NPHR@RILQb@?DG?Op@G`@EFAF?JLPF`@CBHn@Bp@Eb@Dt@BTRZNHPf@Yb@QJGFC?GJGBEF?XIVC?GFSNg@h@MTAJ~@dEpBtHPb@R^`@`@d@l@JT^d@LVj@p@BB?Jj@f@PVXDPCFE@E\@HQ?CDKRWPD@ILEh@a@XMP?JIJKFOL@JNFT?`@BV^z@Nb@Jr@JNF^\XLR`@hAFHNXHHNBDDnAnBJVLd@DFHHLDFDLBLJHRr@dAJJHNZXNDFCTWNKPGh@F`@?ZLhAXL?FAHOACABGFQFGACBF?JG@OGGG@@BAHEA?CFOJEb@o@JQHYNWBe@?s@Ec@AYNwANg@Hk@hA}D^i@HSPW\u@RSl@cBToAJwA?aAQmAKWCOQsBEO[o@CIHWAACA?DH?F@JLAU@I@@DJNJb@JJFFJTJ|@v@Z`@JXNNLd@D@f@l@h@bAX|@j@rAfBpDnAtBdAxAb@^PR^TRHL?FCHQACC?JABE@k@Fo@b@{BJcARy@b@yCTy@ZwBHY`@{Bt@cG?TCBEXAA@GDABBABFE?HAg@FgAX{BHeAH[Fe@B]d@oDF{@Jk@Fs@Jc@@YJi@`@kEd@qDAk@Pi@R{AL}AAYIWWSGCEGMGSSw@c@QQQYe@_@MUm@KGCGISKSGW_@UQGDMMa@M]S_@q@c@e@qAu@MKE?EGOCYOQCOGQM]_@UIII}@[GG?ILGRDR@DBBCG@EDHLDKFEJHLATHZF`@QBI?_@Lm@AUBE@KAqA@i@Hk@DQ?_@D_@XwAFm@Lk@B]Lk@Dk@Ec@EMMMGAYJOAu@_@e@QaAo@MCKMGOLqBR{AAQCIGEIAi@HZ?@COQE?DFIBCCDNGG?@E??BJBOGI?GAOBCAe@?KDw@z@]d@Yf@IDOv@]jCAVYvAGPIFIVGd@GTUjAi@tB[bB_@tAANMh@IN@RMZG\Q\@FEREHGDK\E?GHAPMTEZGHk@xAUt@MRENIJGTOVKp@KXMf@UXOFKPOJY\QLi@r@KT]h@Q^[hAEBUYOMUa@i@KM?OIMQGAKIE@EHSl@WNGLIBIHKPMFU]MIa@Mm@i@[QWUMCIIYMQ@E@IAk@BUDa@Ei@AgAP[AK@IHMCg@DEDCF,"[('root', [50.47742125578225, 3.247371995821595])]","[('root', [50.4749595746398, 3.248821897432208])]",,2024-10-27
